"","Term","Ont","N","DE","P.DE","FDR.DE"
"GO:0032006","regulation of TOR signaling","BP",97,0,1,1
"GO:0019080","viral gene expression","BP",97,1,0.517934270539619,1
"GO:0016605","PML body","CC",97,3,0.0361183678623543,0.955204731466213
"GO:0097014","ciliary plasm","CC",97,1,0.517934270539619,1
"GO:0090079","translation regulator activity, nucleic acid binding","MF",97,1,0.517934270539619,1
"GO:0005506","iron ion binding","MF",97,1,0.517934270539619,1
"GO:0015078","proton transmembrane transporter activity","MF",97,0,1,1
"GO:0051082","unfolded protein binding","MF",97,0,1,1
"GO:0019783","ubiquitin-like protein peptidase activity","MF",97,1,0.517934270539619,1
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","BP",98,1,0.521558137994185,1
"GO:0043534","blood vessel endothelial cell migration","BP",98,0,1,1
"GO:0034440","lipid oxidation","BP",98,1,0.521558137994185,1
"GO:0010565","regulation of cellular ketone metabolic process","BP",98,1,0.521558137994185,1
"GO:0010906","regulation of glucose metabolic process","BP",98,2,0.166419127446682,1
"GO:0030048","actin filament-based movement","BP",98,1,0.521558137994185,1
"GO:0003158","endothelium development","BP",98,1,0.521558137994185,1
"GO:0009799","specification of symmetry","BP",98,1,0.521558137994185,1
"GO:0050680","negative regulation of epithelial cell proliferation","BP",98,1,0.521558137994185,1
"GO:0060048","cardiac muscle contraction","BP",98,0,1,1
"GO:0006304","DNA modification","BP",98,0,1,1
"GO:0051224","negative regulation of protein transport","BP",98,1,0.521558137994185,1
"GO:1901796","regulation of signal transduction by p53 class mediator","BP",98,1,0.521558137994185,1
"GO:0006626","protein targeting to mitochondrion","BP",98,0,1,1
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","BP",98,1,0.521558137994185,1
"GO:0031225","anchored component of membrane","CC",98,1,0.521558137994185,1
"GO:0030414","peptidase inhibitor activity","MF",98,0,1,1
"GO:0017171","serine hydrolase activity","MF",98,2,0.166419127446682,1
"GO:0015079","potassium ion transmembrane transporter activity","MF",98,1,0.521558137994185,1
"GO:0030168","platelet activation","BP",99,2,0.169066572215436,1
"GO:0002040","sprouting angiogenesis","BP",99,0,1,1
"GO:0120254","olefinic compound metabolic process","BP",99,1,0.525154990706213,1
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","BP",99,2,0.169066572215436,1
"GO:0071326","cellular response to monosaccharide stimulus","BP",99,1,0.525154990706213,1
"GO:0001508","action potential","BP",99,1,0.525154990706213,1
"GO:1902749","regulation of cell cycle G2/M phase transition","BP",99,0,1,1
"GO:0061982","meiosis I cell cycle process","BP",99,0,1,1
"GO:0005884","actin filament","CC",99,3,0.0380180561621188,0.972568543360554
"GO:0030018","Z disc","CC",99,1,0.525154990706213,1
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",99,0,1,1
"GO:0001221","transcription coregulator binding","MF",99,1,0.525154990706213,1
"GO:0048675","axon extension","BP",100,2,0.171721262219348,1
"GO:0071901","negative regulation of protein serine/threonine kinase activity","BP",100,2,0.171721262219348,1
"GO:0007043","cell-cell junction assembly","BP",100,1,0.528725028367697,1
"GO:0060041","retina development in camera-type eye","BP",100,0,1,1
"GO:0016441","post-transcriptional gene silencing","BP",100,1,0.528725028367697,1
"GO:0014074","response to purine-containing compound","BP",100,2,0.171721262219348,1
"GO:0030518","intracellular steroid hormone receptor signaling pathway","BP",100,2,0.171721262219348,1
"GO:0006892","post-Golgi vesicle-mediated transport","BP",100,0,1,1
"GO:0033135","regulation of peptidyl-serine phosphorylation","BP",100,1,0.528725028367697,1
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","BP",100,2,0.171721262219348,1
"GO:0042470","melanosome","CC",100,0,1,1
"GO:0048770","pigment granule","CC",100,0,1,1
"GO:0030880","RNA polymerase complex","CC",100,0,1,1
"GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF",100,0,1,1
"GO:0015085","calcium ion transmembrane transporter activity","MF",100,1,0.528725028367697,1
"GO:0008094","ATP-dependent activity, acting on DNA","MF",100,0,1,1
"GO:0001838","embryonic epithelial tube formation","BP",101,0,1,1
"GO:0071103","DNA conformation change","BP",101,0,1,1
"GO:0034341","response to interferon-gamma","BP",101,2,0.174382944433634,1
"GO:0051261","protein depolymerization","BP",101,2,0.174382944433634,1
"GO:0008584","male gonad development","BP",101,0,1,1
"GO:0055123","digestive system development","BP",101,1,0.532268449207037,1
"GO:0030856","regulation of epithelial cell differentiation","BP",101,2,0.174382944433634,1
"GO:0051101","regulation of DNA binding","BP",101,2,0.174382944433634,1
"GO:0071482","cellular response to light stimulus","BP",101,0,1,1
"GO:0050768","negative regulation of neurogenesis","BP",101,3,0.0399679926121889,1
"GO:0042383","sarcolemma","CC",101,0,1,1
"GO:0019955","cytokine binding","MF",101,2,0.174382944433634,1
"GO:0047485","protein N-terminus binding","MF",101,1,0.532268449207037,1
"GO:0015103","inorganic anion transmembrane transporter activity","MF",101,3,0.0399679926121889,1
"GO:0050806","positive regulation of synaptic transmission","BP",102,1,0.53578544999968,1
"GO:0035051","cardiocyte differentiation","BP",102,2,0.17705136915013,1
"GO:0046546","development of primary male sexual characteristics","BP",102,0,1,1
"GO:0002687","positive regulation of leukocyte migration","BP",102,4,0.00717536472247581,0.439561528082237
"GO:1904950","negative regulation of establishment of protein localization","BP",102,1,0.53578544999968,1
"GO:0007605","sensory perception of sound","BP",102,1,0.53578544999968,1
"GO:0051147","regulation of muscle cell differentiation","BP",102,1,0.53578544999968,1
"GO:1905368","peptidase complex","CC",102,2,0.17705136915013,1
"GO:0043177","organic acid binding","MF",102,0,1,1
"GO:0042826","histone deacetylase binding","MF",102,0,1,1
"GO:0099106","ion channel regulator activity","MF",102,0,1,1
"GO:0140375","immune receptor activity","MF",102,1,0.53578544999968,1
"GO:0043271","negative regulation of ion transport","BP",103,0,1,1
"GO:0038127","ERBB signaling pathway","BP",103,5,0.00104578536716641,0.136021396761988
"GO:0097553","calcium ion transmembrane import into cytosol","BP",103,1,0.539276226078671,1
"GO:0001936","regulation of endothelial cell proliferation","BP",103,1,0.539276226078671,1
"GO:0050864","regulation of B cell activation","BP",103,2,0.179726289942562,1
"GO:0000045","autophagosome assembly","BP",103,0,1,1
"GO:0045598","regulation of fat cell differentiation","BP",103,4,0.00742302449440752,0.439561528082237
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","BP",103,1,0.539276226078671,1
"GO:0031123","RNA 3'-end processing","BP",103,1,0.539276226078671,1
"GO:0051961","negative regulation of nervous system development","BP",103,3,0.0419678691322801,1
"GO:0022904","respiratory electron transport chain","BP",103,0,1,1
"GO:0070160","tight junction","CC",103,2,0.179726289942562,1
"GO:1902911","protein kinase complex","CC",103,0,1,1
"GO:0016363","nuclear matrix","CC",103,1,0.539276226078671,1
"GO:0008201","heparin binding","MF",103,1,0.539276226078671,1
"GO:0004540","ribonuclease activity","MF",103,0,1,1
"GO:0005125","cytokine activity","MF",103,0,1,1
"GO:1903531","negative regulation of secretion by cell","BP",104,2,0.182407463632152,1
"GO:0050852","T cell receptor signaling pathway","BP",104,3,0.0429864317735088,1
"GO:0001889","liver development","BP",104,2,0.182407463632152,1
"GO:0018107","peptidyl-threonine phosphorylation","BP",104,0,1,1
"GO:0097530","granulocyte migration","BP",104,2,0.182407463632152,1
"GO:0062013","positive regulation of small molecule metabolic process","BP",104,2,0.182407463632152,1
"GO:0048660","regulation of smooth muscle cell proliferation","BP",104,2,0.182407463632152,1
"GO:1901989","positive regulation of cell cycle phase transition","BP",104,0,1,1
"GO:0001101","response to acid chemical","BP",104,0,1,1
"GO:0036503","ERAD pathway","BP",104,0,1,1
"GO:0002224","toll-like receptor signaling pathway","BP",104,4,0.00767626021091366,0.44794090328064
"GO:0140053","mitochondrial gene expression","BP",104,1,0.542740971345142,1
"GO:0031985","Golgi cisterna","CC",104,2,0.182407463632152,1
"GO:0031674","I band","CC",104,1,0.542740971345142,1
"GO:0006865","amino acid transport","BP",105,2,0.185094650253534,1
"GO:0031109","microtubule polymerization or depolymerization","BP",105,1,0.546179878278716,1
"GO:0072073","kidney epithelium development","BP",105,0,1,1
"GO:2000779","regulation of double-strand break repair","BP",105,0,1,1
"GO:0050671","positive regulation of lymphocyte proliferation","BP",105,4,0.00793512262014458,0.452050745360268
"GO:0050729","positive regulation of inflammatory response","BP",105,3,0.0440173526309606,1
"GO:0050906","detection of stimulus involved in sensory perception","BP",105,1,0.546179878278716,1
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","BP",105,6,0.000135075660179796,0.0324046508771329
"GO:0032874","positive regulation of stress-activated MAPK cascade","BP",105,3,0.0440173526309606,1
"GO:0048592","eye morphogenesis","BP",105,0,1,1
"GO:0030879","mammary gland development","BP",105,2,0.185094650253534,1
"GO:0035107","appendage morphogenesis","BP",105,0,1,1
"GO:0035108","limb morphogenesis","BP",105,0,1,1
"GO:0005776","autophagosome","CC",105,0,1,1
"GO:0043204","perikaryon","CC",105,0,1,1
"GO:0008194","UDP-glycosyltransferase activity","MF",105,2,0.185094650253534,1
"GO:0008203","cholesterol metabolic process","BP",106,1,0.549593137947837,1
"GO:0061008","hepaticobiliary system development","BP",106,2,0.187787613021008,1
"GO:0072006","nephron development","BP",106,1,0.549593137947837,1
"GO:2000241","regulation of reproductive process","BP",106,1,0.549593137947837,1
"GO:0035637","multicellular organismal signaling","BP",106,1,0.549593137947837,1
"GO:0048659","smooth muscle cell proliferation","BP",106,2,0.187787613021008,1
"GO:0052689","carboxylic ester hydrolase activity","MF",106,0,1,1
"GO:0016247","channel regulator activity","MF",106,0,1,1
"GO:0030183","B cell differentiation","BP",107,3,0.0461160861313229,1
"GO:0042542","response to hydrogen peroxide","BP",107,0,1,1
"GO:1903169","regulation of calcium ion transmembrane transport","BP",107,1,0.552980940020032,1
"GO:0051592","response to calcium ion","BP",107,0,1,1
"GO:0032946","positive regulation of mononuclear cell proliferation","BP",107,4,0.00846992708199447,0.478728260804562
"GO:1905037","autophagosome organization","BP",107,0,1,1
"GO:0002705","positive regulation of leukocyte mediated immunity","BP",107,0,1,1
"GO:0090090","negative regulation of canonical Wnt signaling pathway","BP",107,0,1,1
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","BP",107,3,0.0461160861313229,1
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF",107,0,1,1
"GO:0004519","endonuclease activity","MF",107,0,1,1
"GO:0050905","neuromuscular process","BP",108,0,1,1
"GO:0055076","transition metal ion homeostasis","BP",108,0,1,1
"GO:1904064","positive regulation of cation transmembrane transport","BP",108,1,0.556343472772094,1
"GO:0072329","monocarboxylic acid catabolic process","BP",108,1,0.556343472772094,1
"GO:0038061","NIK/NF-kappaB signaling","BP",108,4,0.00874596718627528,0.489207713779455
"GO:1902600","proton transmembrane transport","BP",108,0,1,1
"GO:0007259","receptor signaling pathway via JAK-STAT","BP",108,0,1,1
"GO:0009132","nucleoside diphosphate metabolic process","BP",108,3,0.0471838038154673,1
"GO:0035967","cellular response to topologically incorrect protein","BP",108,0,1,1
"GO:0007006","mitochondrial membrane organization","BP",108,0,1,1
"GO:0061351","neural precursor cell proliferation","BP",108,1,0.556343472772094,1
"GO:0061135","endopeptidase regulator activity","MF",108,0,1,1
"GO:0031960","response to corticosteroid","BP",109,4,0.00902783007577437,0.498516315002671
"GO:0046165","alcohol biosynthetic process","BP",109,3,0.0482636898647038,1
"GO:0002244","hematopoietic progenitor cell differentiation","BP",109,1,0.559680923100188,1
"GO:0007612","learning","BP",109,0,1,1
"GO:0048754","branching morphogenesis of an epithelial tube","BP",109,1,0.559680923100188,1
"GO:0033865","nucleoside bisphosphate metabolic process","BP",109,1,0.559680923100188,1
"GO:0033875","ribonucleoside bisphosphate metabolic process","BP",109,1,0.559680923100188,1
"GO:0034032","purine nucleoside bisphosphate metabolic process","BP",109,1,0.559680923100188,1
"GO:0030218","erythrocyte differentiation","BP",109,3,0.0482636898647038,1
"GO:1903305","regulation of regulated secretory pathway","BP",109,2,0.195898837337929,1
"GO:0035303","regulation of dephosphorylation","BP",109,3,0.0482636898647038,1
"GO:0014065","phosphatidylinositol 3-kinase signaling","BP",109,3,0.0482636898647038,1
"GO:0043467","regulation of generation of precursor metabolites and energy","BP",109,1,0.559680923100188,1
"GO:0042177","negative regulation of protein catabolic process","BP",109,0,1,1
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",109,3,0.0482636898647038,1
"GO:0016064","immunoglobulin mediated immune response","BP",109,2,0.195898837337929,1
"GO:0006476","protein deacetylation","BP",109,1,0.559680923100188,1
"GO:0015934","large ribosomal subunit","CC",109,0,1,1
"GO:0030902","hindbrain development","BP",110,0,1,1
"GO:0043524","negative regulation of neuron apoptotic process","BP",110,0,1,1
"GO:0042552","myelination","BP",110,2,0.198612599262316,1
"GO:1904375","regulation of protein localization to cell periphery","BP",110,2,0.198612599262316,1
"GO:0030509","BMP signaling pathway","BP",110,0,1,1
"GO:0007269","neurotransmitter secretion","BP",110,1,0.562993476529893,1
"GO:0099643","signal release from synapse","BP",110,1,0.562993476529893,1
"GO:2000278","regulation of DNA biosynthetic process","BP",110,0,1,1
"GO:0071322","cellular response to carbohydrate stimulus","BP",110,1,0.562993476529893,1
"GO:0006352","DNA-templated transcription, initiation","BP",110,0,1,1
"GO:0019838","growth factor binding","MF",110,0,1,1
"GO:0017124","SH3 domain binding","MF",110,2,0.198612599262316,1
"GO:0006937","regulation of muscle contraction","BP",111,1,0.566281317226166,1
"GO:0050796","regulation of insulin secretion","BP",111,2,0.201330999939914,1
"GO:0007272","ensheathment of neurons","BP",111,2,0.201330999939914,1
"GO:0008366","axon ensheathment","BP",111,2,0.201330999939914,1
"GO:0045931","positive regulation of mitotic cell cycle","BP",111,1,0.566281317226166,1
"GO:0072175","epithelial tube formation","BP",111,0,1,1
"GO:0035264","multicellular organism growth","BP",111,0,1,1
"GO:0003341","cilium movement","BP",111,0,1,1
"GO:0045834","positive regulation of lipid metabolic process","BP",111,1,0.566281317226166,1
"GO:0001678","cellular glucose homeostasis","BP",111,3,0.0504597623332021,1
"GO:1901800","positive regulation of proteasomal protein catabolic process","BP",111,1,0.566281317226166,1
"GO:0031398","positive regulation of protein ubiquitination","BP",111,0,1,1
"GO:0098862","cluster of actin-based cell projections","CC",111,1,0.566281317226166,1
"GO:0002020","protease binding","MF",111,1,0.566281317226166,1
"GO:0044325","transmembrane transporter binding","MF",111,0,1,1
"GO:1903034","regulation of response to wounding","BP",112,3,0.0515758431880317,1
"GO:0035725","sodium ion transmembrane transport","BP",112,0,1,1
"GO:0018210","peptidyl-threonine modification","BP",112,0,1,1
"GO:0031214","biomineral tissue development","BP",112,1,0.569544628003232,1
